domain,domain_slug,sub_domain,sub_domain_slug,pillar,pillar_slug,country_iso,country_emoji,country_name,country_slug,date,rating,score,outlook
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,IOT,🇮🇴,British Indian Ocean Territory,british-indian-ocean-territory-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,JEY,🇯🇪,Jersey,jersey-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,KAZ,🇰🇿,Kazakhstan,kazakhstan-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,KEN,🇰🇪,Kenya,kenya-capability-ratings,Aug 2025,DDD,11,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,KGZ,🇰🇬,Kyrgyzstan,kyrgyzstan-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,LBN,🇱🇧,Lebanon,lebanon-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,LIE,🇱🇮,Liechtenstein,liechtenstein-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,LKA,🇱🇰,Sri Lanka,sri-lanka-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,LSO,🇱🇸,Lesotho,lesotho-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MAC,🇲🇴,Macao,macao-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MAF,🇲🇫,Saint Martin (French part),saint-martin-french-part-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MAR,🇲🇦,Morocco,morocco-capability-ratings,Aug 2025,DDD,11,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MCO,🇲🇨,Monaco,monaco-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MNE,🇲🇪,Montenegro,montenegro-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MNP,🇲🇵,Northern Mariana Islands,northern-mariana-islands-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MSR,🇲🇸,Montserrat,montserrat-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MTQ,🇲🇶,Martinique,martinique-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MUS,🇲🇺,Mauritius,mauritius-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MYT,🇾🇹,Mayotte,mayotte-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NCL,🇳🇨,New Caledonia,new-caledonia-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NFK,🇳🇫,Norfolk Island,norfolk-island-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NGA,🇳🇬,Nigeria,nigeria-capability-ratings,Aug 2025,DDD,11,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NIU,🇳🇺,Niue,niue-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PAK,🇵🇰,Pakistan,pakistan-capability-ratings,Aug 2025,DDD,11,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PCN,🇵🇳,Pitcairn,pitcairn-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PRI,🇵🇷,Puerto Rico,puerto-rico-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PRK,🇰🇵,"Korea, Democratic People's Republic of",korea-democratic-peoples-republic-of-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PSE,🇵🇸,"Palestine, State of",palestine-state-of-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PYF,🇵🇫,French Polynesia,french-polynesia-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,REU,🇷🇪,Réunion,réunion-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,RWA,🇷🇼,Rwanda,rwanda-capability-ratings,Aug 2025,DDD,11,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SEN,🇸🇳,Senegal,senegal-capability-ratings,Aug 2025,DDD,11,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SGS,🇬🇸,South Georgia and the South Sandwich Islands,south-georgia-and-the-south-sandwich-islands-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SHN,🇸🇭,"Saint Helena, Ascension and Tristan da Cunha",saint-helena-ascension-and-tristan-da-cunha-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SJM,🇸🇯,Svalbard and Jan Mayen,svalbard-and-jan-mayen-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SMR,🇸🇲,San Marino,san-marino-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SPM,🇵🇲,Saint Pierre and Miquelon,saint-pierre-and-miquelon-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,STP,🇸🇹,Sao Tome and Principe,sao-tome-and-principe-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SWZ,🇸🇿,Eswatini,eswatini-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SXM,🇸🇽,Sint Maarten (Dutch part),sint-maarten-dutch-part-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SYC,🇸🇨,Seychelles,seychelles-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TCA,🇹🇨,Turks and Caicos Islands,turks-and-caicos-islands-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TJK,🇹🇯,Tajikistan,tajikistan-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TKL,🇹🇰,Tokelau,tokelau-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TKM,🇹🇲,Turkmenistan,turkmenistan-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TUN,🇹🇳,Tunisia,tunisia-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,UMI,🇺🇲,United States Minor Outlying Islands,united-states-minor-outlying-islands-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,UZB,🇺🇿,Uzbekistan,uzbekistan-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,VAT,🇻🇦,Holy See (Vatican City State),holy-see-vatican-city-state-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,VGB,🇻🇬,"Virgin Islands, British",virgin-islands-british-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,VIR,🇻🇮,"Virgin Islands, U.S.",virgin-islands-us-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,WLF,🇼🇫,Wallis and Futuna,wallis-and-futuna-capability-ratings,Aug 2025,DDD,11,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,ALB,🇦🇱,Albania,albania-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,ARM,🇦🇲,Armenia,armenia-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,ATG,🇦🇬,Antigua and Barbuda,antigua-and-barbuda-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,BIH,🇧🇦,Bosnia and Herzegovina,bosnia-and-herzegovina-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,BLZ,🇧🇿,Belize,belize-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,BOL,🇧🇴,"Bolivia, Plurinational State of",bolivia-plurinational-state-of-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,BRB,🇧🇧,Barbados,barbados-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,DMA,🇩🇲,Dominica,dominica-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,DOM,🇩🇴,Dominican Republic,dominican-republic-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,GRD,🇬🇩,Grenada,grenada-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,GTM,🇬🇹,Guatemala,guatemala-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,GUY,🇬🇾,Guyana,guyana-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,JAM,🇯🇲,Jamaica,jamaica-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,JOR,🇯🇴,Jordan,jordan-capability-ratings,Aug 2025,DD,10,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,KNA,🇰🇳,Saint Kitts and Nevis,saint-kitts-and-nevis-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,LCA,🇱🇨,Saint Lucia,saint-lucia-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MDA,🇲🇩,"Moldova, Republic of",moldova-republic-of-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MDV,🇲🇻,Maldives,maldives-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MKD,🇲🇰,North Macedonia,north-macedonia-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MNG,🇲🇳,Mongolia,mongolia-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SLV,🇸🇻,El Salvador,el-salvador-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SUR,🇸🇷,Suriname,suriname-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,VCT,🇻🇨,Saint Vincent and the Grenadines,saint-vincent-and-the-grenadines-capability-ratings,Aug 2025,DD,10,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,ETH,🇪🇹,Ethiopia,ethiopia-capability-ratings,Aug 2025,EEE,8,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,LAO,🇱🇦,Lao People's Democratic Republic,lao-peoples-democratic-republic-capability-ratings,Aug 2025,EEE,8,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NIC,🇳🇮,Nicaragua,nicaragua-capability-ratings,Aug 2025,EEE,8,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NPL,🇳🇵,Nepal,nepal-capability-ratings,Aug 2025,EEE,8,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TZA,🇹🇿,"Tanzania, United Republic of",tanzania-united-republic-of-capability-ratings,Aug 2025,EEE,8,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,UGA,🇺🇬,Uganda,uganda-capability-ratings,Aug 2025,EEE,8,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,AGO,🇦🇴,Angola,angola-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,BEN,🇧🇯,Benin,benin-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,BTN,🇧🇹,Bhutan,bhutan-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,CMR,🇨🇲,Cameroon,cameroon-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,COG,🇨🇬,Congo,congo-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,FJI,🇫🇯,Fiji,fiji-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,GMB,🇬🇲,Gambia,gambia-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,KHM,🇰🇭,Cambodia,cambodia-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,LBR,🇱🇷,Liberia,liberia-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MDG,🇲🇬,Madagascar,madagascar-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MOZ,🇲🇿,Mozambique,mozambique-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MRT,🇲🇷,Mauritania,mauritania-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PNG,🇵🇬,Papua New Guinea,papua-new-guinea-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PRY,🇵🇾,Paraguay,paraguay-capability-ratings,Aug 2025,EE,7,Positive
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SLE,🇸🇱,Sierra Leone,sierra-leone-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TGO,🇹🇬,Togo,togo-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,ZMB,🇿🇲,Zambia,zambia-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,ZWE,🇿🇼,Zimbabwe,zimbabwe-capability-ratings,Aug 2025,EE,7,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,FSM,🇫🇲,"Micronesia, Federated States of",micronesia-federated-states-of-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,KIR,🇰🇮,Kiribati,kiribati-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MHL,🇲🇭,Marshall Islands,marshall-islands-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MWI,🇲🇼,Malawi,malawi-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NAM,🇳🇦,Namibia,namibia-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NRU,🇳🇷,Nauru,nauru-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,PLW,🇵🇼,Palau,palau-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SLB,🇸🇧,Solomon Islands,solomon-islands-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TLS,🇹🇱,Timor-Leste,timor-leste-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TON,🇹🇴,Tonga,tonga-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TUV,🇹🇻,Tuvalu,tuvalu-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,VUT,🇻🇺,Vanuatu,vanuatu-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,WSM,🇼🇸,Samoa,samoa-capability-ratings,Aug 2025,E,6,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MMR,🇲🇲,Myanmar,myanmar-capability-ratings,Aug 2025,FFF,5,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,BFA,🇧🇫,Burkina Faso,burkina-faso-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,CAF,🇨🇫,Central African Republic,central-african-republic-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,COD,🇨🇩,"Congo, The Democratic Republic of the",congo-the-democratic-republic-of-the-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,ERI,🇪🇷,Eritrea,eritrea-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,IRQ,🇮🇶,Iraq,iraq-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,LBY,🇱🇾,Libya,libya-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,MLI,🇲🇱,Mali,mali-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,NER,🇳🇪,Niger,niger-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SDN,🇸🇩,Sudan,sudan-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SYR,🇸🇾,Syrian Arab Republic,syrian-arab-republic-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,TCD,🇹🇩,Chad,chad-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,VEN,🇻🇪,"Venezuela, Bolivarian Republic of",venezuela-bolivarian-republic-of-capability-ratings,Aug 2025,FF,4,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,HND,🇭🇳,Honduras,honduras-capability-ratings,Aug 2025,F,3,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,HTI,🇭🇹,Haiti,haiti-capability-ratings,Aug 2025,F,3,Negative
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,AFG,🇦🇫,Afghanistan,afghanistan-capability-ratings,Aug 2025,NP,0,Neutral
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SOM,🇸🇴,Somalia,somalia-capability-ratings,Aug 2025,NP,0,Neutral
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,SSD,🇸🇸,South Sudan,south-sudan-capability-ratings,Aug 2025,NP,0,Neutral
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Cyber Capability,cyber-capability-ratings,YEM,🇾🇪,Yemen,yemen-capability-ratings,Aug 2025,NP,0,Neutral
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,ALA,🇦🇽,Åland Islands,åland-islands-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,ALB,🇦🇱,Albania,albania-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,ARG,🇦🇷,Argentina,argentina-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,ATF,🇹🇫,French Southern Territories,french-southern-territories-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,AZE,🇦🇿,Azerbaijan,azerbaijan-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,BEL,🇧🇪,Belgium,belgium-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,BGD,🇧🇩,Bangladesh,bangladesh-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,BLR,🇧🇾,Belarus,belarus-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,BTN,🇧🇹,Bhutan,bhutan-capability-ratings,Aug 2025,NP,0,Stable
Hard,hard-power-capability-ratings,National Security,national-security-capability-ratings,Nuclear Capability,nuclear-capability-ratings,CHE,🇨🇭,Switzerland,switzerland-capability-ratings,Aug 2025,NP,0,Stable
